createtopost,followers_count,bi_followers_count,friends_count,statuses_count,favourites_count,share_ct,comment_ct,attitudes_ct,verified,verified_type,verified_kind,gender,geo_enabled,province,hasURL,emotion,length,realwd,imgwd,engwd,otherwd,is_rumor
823,2919598,81,86,58236,3589,327,91,0,0,normal user,normal user,0,0,44,0,-1,86,45.45,31.82,0,22.73,FALSE
658,102577,128,254,1227,76,406,113,28,1,celebrity,yellowV,0,1,44,0,2,366,61.73,24.69,0,13.58,FALSE
944,10130706,78,330,77283,21702,1223,318,1,0,normal user,normal user,1,0,44,0,2,407,66.25,15,2.5,16.25,FALSE
909,4255935,19,31,61321,12,1888,292,10,0,normal user,normal user,0,0,31,0,-1,343,55.32,22.34,0,22.34,FALSE
1659,8730857,698,981,43093,63,150,35,102,1,media,blueV,1,1,11,0,-5,172,53.85,12.82,0,33.33,FALSE
157,134343,225,287,6142,512,532,113,0,0,senior master,master,1,0,11,0,0,134,15.38,7.69,16.92,60,FALSE
586,10130706,78,330,77283,21702,1755,271,0,0,normal user,normal user,1,0,44,0,-2,108,51.85,25.93,0,22.22,FALSE
549,660132,218,259,5302,4,294,106,0,1,celebrity,yellowV,1,0,31,0,3,414,55.29,18.82,0,25.88,FALSE
1045,12298347,894,1492,88806,389,856,442,0,1,media,blueV,1,0,11,0,5,415,73.13,8.96,1.49,16.42,FALSE
785,1248174,1,30,2337,0,204,72,0,0,normal user,normal user,1,1,44,0,-4,346,51.9,26.58,3.8,17.72,FALSE
1144,14461165,796,1815,86190,33,327,233,3,1,media,blueV,1,1,11,1,2,397,62.38,8.91,4.95,23.76,FALSE
766,115230,644,1141,7173,28,1438,494,1,1,website,blueV,1,1,11,1,0,350,59.49,5.06,8.86,26.58,FALSE
236,7163544,537,574,3658,1977,180,440,610,1,celebrity,yellowV,1,0,100,0,1,419,67,19,0,14,FALSE
522,5099496,615,984,72927,175,1813,284,0,0,normal user,normal user,0,0,11,1,3,135,44.12,11.76,17.65,26.47,FALSE
693,1086720,24,45,14084,0,508,73,4,0,normal user,normal user,1,1,44,1,1,238,47.37,12.28,8.77,31.58,FALSE
425,3554351,34,173,21557,1,1363,192,39,0,normal user,normal user,0,1,400,0,1,100,50,31.82,0,18.18,FALSE
365,11589,1408,1882,1998,33,1058,11,0,1,celebrity,yellowV,1,1,31,0,2,402,66.67,16.05,0,17.28,FALSE
492,5068328,151,175,71058,378,889,142,0,0,normal user,normal user,1,0,44,0,0,27,57.14,28.57,0,14.29,FALSE
967,180,47,296,1750,641,704,71,32,0,normal user,normal user,0,1,37,0,2,138,56.67,30,0,13.33,FALSE
656,66893,703,845,5408,760,390,92,0,1,celebrity,yellowV,1,1,11,0,-1,219,66.67,11.11,0,22.22,FALSE
448,6604,4,7,2504,0,143,12,0,0,normal user,normal user,0,0,100,1,-2,261,37.5,15.28,13.89,33.33,FALSE
530,1824429,136,207,107516,78,190,87,0,1,media,blueV,1,1,11,0,-2,417,66.67,17.28,0,16.05,FALSE
1151,8730858,698,981,43093,63,233,31,1,1,media,blueV,1,1,11,0,3,256,48.28,29.31,0,22.41,FALSE
522,4415548,132,185,4102,96,652,724,7,1,celebrity,yellowV,1,1,11,0,0,413,61.8,22.47,0,15.73,FALSE
620,1258,438,780,4618,328,838,54,0,0,senior master,master,0,1,31,0,-5,420,59.26,25.93,0,14.81,FALSE
1570,11642979,1312,2008,66390,443,1183,106,290,1,media,blueV,1,1,11,0,1,315,56.72,22.39,0,20.9,FALSE
306,1323981,34,58,45751,36,544,101,7,0,normal user,normal user,1,0,44,0,1,359,55.81,25.58,0,18.6,FALSE
1528,12298349,894,1492,88806,389,1216,204,72,1,media,blueV,1,0,11,0,-7,408,63.41,15.85,0,20.73,FALSE
747,17048,48,194,1429,8,374,133,49,1,org,blueV,0,1,11,0,-3,318,50,20.51,0,29.49,FALSE
1002,4225539,365,462,87536,64,1321,295,154,1,media,blueV,0,0,11,0,2,337,66.23,15.58,1.3,16.88,FALSE
904,8401,104,109,9572,16,275,10,2,0,senior master,master,0,1,44,1,0,143,31.58,18.42,21.05,28.95,FALSE
836,5831565,326,417,6519,99,919,158,34,1,enterprise,blueV,1,0,31,0,1,97,40,16.67,3.33,40,FALSE
894,1091135,1666,1795,15563,11939,711,314,0,1,celebrity,yellowV,1,1,11,0,-5,416,60.67,21.35,0,17.98,FALSE
1176,5058211,128,194,16546,51,1352,245,9,1,media,blueV,1,1,11,1,3,404,63.41,7.32,4.88,24.39,FALSE
1211,11642982,1312,2008,66390,443,537,108,13,1,media,blueV,1,1,11,1,2,290,38.96,22.08,5.19,33.77,FALSE
224,353549,138,139,33951,1,1635,114,3,0,normal user,normal user,0,1,11,0,-2,150,64.86,13.51,0,21.62,FALSE
1394,3795786,194,308,57450,392,477,146,130,1,media,blueV,1,0,44,0,-3,187,57.78,17.78,0,24.44,FALSE
1605,8730858,698,981,43093,63,357,55,117,1,media,blueV,1,1,11,0,3,280,55.93,20.34,0,23.73,FALSE
916,1425154,110,195,48377,29,91,20,5,0,normal user,normal user,0,0,400,0,0,189,72.97,8.11,0,18.92,FALSE
738,13762529,298,474,99549,9,254,128,7,1,media,blueV,1,1,11,0,2,415,62.35,22.35,0,15.29,FALSE
109,2122,327,579,20144,3,1806,129,0,0,normal user,normal user,1,1,100,0,2,393,60.67,30.34,0,8.99,FALSE
973,561874,252,352,939,4,404,457,473,1,celebrity,yellowV,0,0,71,0,1,219,73.58,11.32,0,15.09,FALSE
683,4334526,32,47,31294,28,563,36,222,0,normal user,normal user,0,0,44,0,0,178,28.81,8.47,23.73,38.98,FALSE
364,1219446,74,180,14727,10,808,180,7,1,celebrity,yellowV,1,1,44,0,1,400,62.5,20.45,0,17.05,FALSE
627,20082228,310,1057,31463,2,718,240,12,0,normal user,normal user,0,1,11,0,-2,415,61.22,19.39,0,19.39,FALSE
521,9238,79,163,712,8,1645,2147,2,1,enterprise,blueV,1,1,33,0,0,389,60.24,20.48,0,19.28,FALSE
479,79605,91,137,4750,3,866,18,95,0,normal user,normal user,0,0,100,0,2,255,47.62,17.46,4.76,30.16,FALSE
699,2847,22,34,2770,48,218,18,0,0,normal user,normal user,0,1,11,0,0,178,50,15.22,2.17,32.61,FALSE
120,31579,562,612,4979,5,459,160,0,1,celebrity,yellowV,1,0,11,1,1,302,56.16,10.96,8.22,24.66,FALSE
355,33317,446,584,4789,7,533,148,0,0,senior master,master,1,1,32,0,-1,54,70,20,0,10,FALSE
268,157296,2279,2436,2107,5,1085,246,9,1,celebrity,yellowV,1,0,100,0,1,408,68.97,13.79,0,17.24,FALSE
1255,2383006,689,727,9611,8,1458,374,491,1,celebrity,yellowV,1,0,11,0,-1,327,62.5,19.44,0,18.06,FALSE
582,1343044,875,1041,2662,1,697,30,4,0,normal user,normal user,0,1,31,0,0,392,63.53,9.41,3.53,23.53,FALSE
1022,103744,549,549,2039,28,392,43,104,1,celebrity,yellowV,1,0,400,1,-2,389,47.92,16.67,8.33,27.08,FALSE
510,337606,17,20,4003,183,804,152,24,0,normal user,normal user,0,0,44,0,-5,371,52.94,32.94,0,14.12,FALSE
920,454176,884,1065,30474,19,1602,429,4,1,celebrity,yellowV,1,0,11,1,-9,407,60.87,10.87,4.35,23.91,FALSE
188,491557,253,599,16483,316,402,31,1,1,enterprise,blueV,1,1,51,0,4,402,53.61,19.59,0,26.8,FALSE
140,239976,450,700,4960,10,975,326,0,1,gov,blueV,0,1,11,0,4,392,66.27,22.89,0,10.84,FALSE
205,107906,51,53,6187,10,352,132,0,1,celebrity,yellowV,1,0,44,0,3,375,67.05,10.23,2.27,20.45,FALSE
1084,840262,227,270,19253,493,615,249,97,1,enterprise,blueV,0,1,11,1,1,268,50,15.62,12.5,21.88,FALSE
439,2938611,978,2016,39596,185,166,100,0,1,media,blueV,0,1,42,1,-3,399,66.67,9.38,4.17,19.79,FALSE
873,3240338,747,953,35245,395,1578,154,23,1,enterprise,blueV,1,0,44,0,2,402,66.67,18.39,0,14.94,FALSE
820,2377087,33,57,46036,59,648,55,237,0,normal user,normal user,1,0,71,0,-1,414,51.69,29.21,0,19.1,FALSE
663,4393583,226,352,33427,64,578,187,0,1,media,blueV,1,0,11,1,4,400,65.91,14.77,4.55,14.77,FALSE
792,613256,906,1750,75823,15,964,127,25,0,senior master,master,1,1,44,0,6,409,50.52,29.9,0,19.59,FALSE
438,592858,101,126,16176,4,501,39,2,0,normal user,normal user,0,1,31,0,0,411,53.68,2.11,1.05,43.16,FALSE
1097,6912770,262,317,42190,696,1964,764,8,1,media,blueV,1,1,44,1,0,405,62.65,15.66,4.82,16.87,FALSE
582,512432,217,293,13715,4,351,70,0,1,enterprise,blueV,1,1,31,1,0,403,56.79,13.58,4.94,24.69,FALSE
1124,1715486,220,474,40667,1,853,313,643,1,enterprise,blueV,0,0,11,1,3,153,32.61,4.35,21.74,41.3,FALSE
1340,13126161,660,1885,79570,72,877,59,58,1,media,blueV,1,1,31,0,14,373,50.53,2.11,0,47.37,FALSE
37,12946,138,597,1305,1,788,112,0,0,normal user,normal user,1,1,11,0,-1,53,66.67,33.33,0,0,FALSE
1070,23837745,526,552,1806,128,1274,4580,2115,1,celebrity,yellowV,1,0,100,0,-1,223,52.73,25.45,0,21.82,FALSE
1581,12448590,891,1376,91291,59,1382,175,121,1,media,blueV,1,0,11,1,-7,408,65.48,9.52,4.76,20.24,FALSE
1450,594291,298,505,7043,4,497,114,98,1,celebrity,yellowV,1,1,11,0,0,121,67.74,19.35,0,12.9,FALSE
1053,4225539,365,462,87536,64,196,107,4,1,media,blueV,0,0,11,1,0,311,54.93,12.68,9.86,22.54,FALSE
1470,11643006,1312,2008,66390,443,816,58,126,1,media,blueV,1,1,11,0,-5,401,57.83,18.07,0,24.1,FALSE
541,663750,100,125,29170,1,468,339,0,1,media,blueV,1,0,11,0,-2,305,65,13.33,0,21.67,FALSE
67,190860,1,32,31869,0,1132,80,0,0,normal user,normal user,1,1,100,0,-6,411,64.13,19.57,0,16.3,FALSE
1630,8730860,698,981,43093,63,350,196,106,1,media,blueV,1,1,11,1,-6,369,60.49,11.11,4.94,23.46,FALSE
648,6912770,262,317,42190,696,629,166,0,1,media,blueV,1,1,44,1,-3,357,64.29,9.52,4.76,21.43,FALSE
1656,14461172,796,1815,86190,33,771,1245,1293,1,media,blueV,1,1,11,1,-2,406,57.95,11.36,5.68,25,FALSE
440,321069,1595,2759,7436,12,928,84,8,0,normal user,normal user,1,0,11,0,2,396,52.13,14.89,0,32.98,FALSE
127,1954999,59,179,39926,1,431,76,0,0,normal user,normal user,0,1,11,0,-2,408,56.52,7.61,0,35.87,FALSE
886,5116946,91,126,26285,5,587,33,1,0,normal user,normal user,0,1,11,0,2,395,68.42,11.58,1.05,18.95,FALSE
1489,340784,995,1094,14479,3140,58,66,76,1,celebrity,yellowV,1,0,11,0,2,414,61.54,21.98,3.3,13.19,FALSE
584,1267452,725,840,15967,116,609,173,0,1,media,blueV,1,0,11,0,0,413,63.83,11.7,0,24.47,FALSE
871,10622085,432,991,103881,45,353,66,0,0,normal user,normal user,0,1,11,0,-2,194,56.25,27.08,0,16.67,FALSE
833,85187,61,549,2962,11,824,289,1,1,enterprise,blueV,0,1,11,0,0,251,59.26,20.37,0,20.37,FALSE
489,39458,2051,2627,40792,534,277,61,0,1,celebrity,yellowV,1,1,41,0,1,391,67.39,14.13,0,18.48,FALSE
824,1058540,354,411,1824,3,216,1829,78,1,celebrity,yellowV,1,1,11,0,3,137,56.67,20,0,23.33,FALSE
426,306226,1466,1681,12530,1589,766,512,3,1,enterprise,blueV,1,1,11,0,0,154,50,13.89,0,36.11,FALSE
399,1543971,439,855,3241,99,218,89,7,1,celebrity,yellowV,1,1,44,0,-1,305,64.94,23.38,0,11.69,FALSE
715,1271108,99,121,818,0,387,2471,355,1,celebrity,yellowV,1,0,21,0,8,257,65.62,21.88,0,12.5,FALSE
656,547105,1944,1982,21345,131,189,79,0,1,media,blueV,1,0,42,0,0,417,61,1,0,38,FALSE
953,317065,199,243,24168,3516,461,49,0,1,media,blueV,1,1,11,1,-1,329,48.68,22.37,5.26,23.68,FALSE
517,78150,1068,1988,814,2,294,55,0,0,normal user,normal user,1,1,400,0,0,411,58.7,15.22,3.26,22.83,FALSE
944,1664612,846,1069,5826,2728,848,117,0,1,celebrity,yellowV,1,0,400,1,4,401,65.96,14.89,6.38,12.77,FALSE
1267,7763642,831,1383,138151,50,536,193,6,1,media,blueV,1,1,11,1,0,299,54.84,17.74,6.45,20.97,FALSE
1033,145337,326,350,9006,13,249,410,2,1,celebrity,yellowV,1,1,31,0,4,414,58.95,20,0,21.05,FALSE
951,5556569,416,662,56413,13,333,137,1,1,media,blueV,0,1,31,0,1,230,70.21,8.51,6.38,14.89,FALSE
97,104033,9,90,30050,0,839,43,0,0,normal user,normal user,0,1,35,0,2,403,59.14,5.38,0,35.48,FALSE
347,1818764,1896,2357,75235,7483,1188,238,0,0,normal user,normal user,0,0,44,0,1,28,62.5,25,0,12.5,FALSE
1242,736137,75,182,4013,6,220,57,4,1,celebrity,yellowV,0,0,81,0,1,139,39.47,21.05,0,39.47,FALSE
729,46242,1509,1615,17190,380,763,116,33,0,normal user,normal user,0,0,44,1,-2,223,50.98,11.76,11.76,25.49,FALSE
1107,2548650,79,91,2121,4,512,120,35,1,celebrity,yellowV,1,0,11,0,3,174,59.52,26.19,0,14.29,FALSE
25,1075024,4,6,7893,6,1934,696,20,0,normal user,normal user,0,1,400,0,-2,256,65.08,19.05,0,15.87,FALSE
1225,107785,57,58,4421,3,455,105,191,0,normal user,normal user,1,0,400,1,3,363,45.56,21.11,13.33,20,FALSE
782,250693,419,947,10711,924,197,56,0,1,media,blueV,1,1,31,0,1,411,63.64,17.05,1.14,18.18,FALSE
968,12298353,894,1492,88806,389,557,125,0,1,media,blueV,1,0,11,0,-3,236,74.55,5.45,1.82,18.18,FALSE
1019,3795786,194,308,57450,392,314,125,2,1,media,blueV,1,0,44,1,4,381,53.26,9.78,6.52,30.43,FALSE
373,12765,419,602,15701,39,635,128,0,1,celebrity,yellowV,0,1,400,0,-1,365,56.25,28.75,1.25,13.75,FALSE
577,2505243,269,445,1802,4,40,25,1,1,celebrity,yellowV,1,1,44,0,-1,382,52,15,14,19,FALSE
894,10622085,432,991,103881,45,479,106,1,0,normal user,normal user,0,1,11,0,-1,272,73.33,6.67,1.67,18.33,FALSE
516,3413357,126,270,25903,439,1248,197,0,0,normal user,normal user,0,0,100,0,2,144,66.67,20.83,0,12.5,FALSE
1114,417113,177,287,33216,18,92,87,7,1,media,blueV,0,0,44,1,-1,407,53.54,16.16,4.04,26.26,FALSE
317,3170842,116,570,85069,53,1343,291,0,0,normal user,normal user,0,0,44,1,-1,133,45.45,9.09,12.12,33.33,FALSE
522,974536,46,53,25434,68,448,149,125,0,normal user,normal user,1,0,400,0,-2,395,66.28,18.6,0,15.12,FALSE
1029,13231,98,107,12200,91,1772,51,10,0,senior master,master,0,1,22,0,0,364,57.32,23.17,2.44,17.07,FALSE
880,73283,1008,1050,964,238,257,65,12,1,celebrity,yellowV,0,1,11,0,3,411,62.11,18.95,0,18.95,FALSE
1008,3633,32,95,1405,1,775,483,3,1,enterprise,blueV,1,0,21,0,2,300,75.86,6.9,0,17.24,FALSE
714,10622085,432,991,103881,45,790,134,1,0,normal user,normal user,0,1,11,0,2,115,57.14,17.86,0,25,FALSE
1225,82555,34,51,4936,0,563,67,99,1,media,blueV,0,1,100,1,2,356,43.16,7.37,14.74,34.74,FALSE
1083,1715488,220,474,40667,1,878,136,468,1,enterprise,blueV,0,0,11,0,5,398,53.85,19.78,0,26.37,FALSE
1080,2087900,705,705,37017,0,404,96,12,1,celebrity,yellowV,1,1,33,1,-7,405,55.56,17.17,4.04,23.23,FALSE
716,362210,258,581,47594,103,338,70,0,1,media,blueV,0,1,65,0,7,411,60.92,21.84,0,17.24,FALSE
1104,14461176,796,1815,86190,33,928,1139,8,1,media,blueV,1,1,11,1,-2,407,58.43,8.99,4.49,28.09,FALSE
1331,615956,274,660,3618,5,1598,156,40,1,celebrity,yellowV,0,0,31,0,-3,278,66.67,15.79,0,17.54,FALSE
1287,208251,384,438,3200,11,315,55,81,1,celebrity,yellowV,1,0,11,1,1,154,59.46,8.11,10.81,21.62,FALSE
227,1411,358,870,1178,596,404,239,0,0,normal user,normal user,0,1,31,0,-1,177,68.29,14.63,0,17.07,FALSE
766,1335350,11,189,26215,14,740,87,0,0,normal user,normal user,0,0,400,0,2,229,41.51,7.55,0,50.94,FALSE
350,837884,1177,1581,24166,156,128,192,0,1,celebrity,yellowV,1,1,11,0,1,224,63.83,14.89,0,21.28,FALSE
762,33397,0,1,1931,217,308,104,1,1,website,blueV,1,0,400,1,1,353,58.89,15.56,5.56,20,FALSE
1053,4369,90,122,4417,131,929,42,156,0,normal user,normal user,0,1,31,1,1,387,42.99,11.21,8.41,37.38,FALSE
615,1078119,75,490,41592,138,300,72,15,0,normal user,normal user,1,0,44,0,-1,408,75.25,9.9,0,14.85,FALSE
84,340,156,1852,213,0,303,0,0,0,normal user,normal user,0,1,37,1,0,243,61.02,15.25,6.78,16.95,FALSE
243,306226,1466,1681,12530,1589,147,42,1,1,enterprise,blueV,1,1,11,1,0,258,42.86,9.52,6.35,41.27,FALSE
473,7377329,35,37,37459,0,303,157,0,1,gov,blueV,1,1,400,0,-10,403,71.43,12.99,0,15.58,FALSE
1254,11643050,1312,2008,66390,443,1170,239,47,1,media,blueV,1,1,11,1,2,343,55.42,14.46,4.82,25.3,FALSE
1274,39217,1035,1331,7022,489,1411,657,0,1,celebrity,yellowV,1,1,11,0,0,407,63.33,16.67,2.22,17.78,FALSE
981,389999,209,306,33553,596,227,61,3,1,media,blueV,0,1,11,0,2,382,47.56,32.93,0,19.51,FALSE
488,557610,78,204,5651,41,1054,1106,314,1,enterprise,blueV,1,1,44,1,1,344,38.89,16.67,16.67,27.78,FALSE
1594,11643053,1312,2008,66390,443,1196,143,257,1,media,blueV,1,1,11,0,1,306,58.67,17.33,1.33,22.67,FALSE
734,2576,173,181,1665,7,1245,367,8,1,celebrity,yellowV,1,1,32,0,2,400,64.58,12.5,0,22.92,FALSE
333,8555,914,1650,1139,7,610,631,0,0,normal user,normal user,1,1,32,0,3,360,61.25,18.75,3.75,16.25,FALSE
1472,2038517,256,277,9726,34,1030,421,284,1,celebrity,yellowV,1,0,11,0,3,419,51.58,28.42,1.05,18.95,FALSE
230,366253,1,8,4210,150,958,87,0,0,normal user,normal user,0,1,31,0,0,328,46.83,6.35,0,46.83,FALSE
1326,5414873,393,569,63596,43,366,140,108,1,media,blueV,1,0,42,0,-4,417,66.34,16.83,0,16.83,FALSE
651,2377088,33,57,46036,59,1455,91,103,0,normal user,normal user,1,0,71,0,-1,415,57.14,26.37,0,16.48,FALSE
1419,5917676,612,921,23027,1791,437,101,129,1,media,blueV,1,1,11,0,-3,371,67.5,6.25,0,26.25,FALSE
1189,7272423,1392,2002,62265,69,249,171,3,1,media,blueV,1,1,11,1,-3,284,63.93,13.11,6.56,16.39,FALSE
667,7272423,1392,2002,62265,69,680,143,0,1,media,blueV,1,1,11,1,1,151,62.16,0,16.22,21.62,FALSE
838,3418260,1741,1920,27612,36,540,151,6,1,media,blueV,1,1,11,1,-2,397,57.78,18.89,4.44,18.89,FALSE
211,935108,10,15,20071,9,754,388,11,0,normal user,normal user,0,1,44,0,0,86,52.38,14.29,0,33.33,FALSE
579,4109615,247,412,35073,21,235,37,0,1,org,blueV,1,1,31,0,11,404,63.74,14.29,0,21.98,FALSE
1038,8372,399,653,18282,288,477,67,4,0,senior master,master,0,1,31,0,-2,413,74.07,16.05,1.23,8.64,FALSE
178,117367,620,1490,10706,898,321,58,0,0,normal user,normal user,1,1,81,0,-2,272,55.93,13.56,3.39,27.12,FALSE
1530,415247,1317,1735,13125,76,442,244,82,1,celebrity,yellowV,1,0,100,0,1,115,72.73,13.64,0,13.64,FALSE
1158,7763641,831,1383,138151,50,738,386,2,1,media,blueV,1,1,11,0,3,417,54.22,2.41,0,43.37,FALSE
472,260,63,156,1614,32,1061,33,72,0,senior master,master,0,1,31,0,2,254,53.45,8.62,6.9,31.03,FALSE
1297,2116384,312,481,19750,210,938,152,117,0,normal user,normal user,1,0,11,0,-6,419,47.31,35.48,0,17.2,FALSE
753,56116,368,472,1357,2,773,195,1,0,normal user,normal user,1,0,81,0,0,108,65.38,11.54,0,23.08,FALSE
1469,7763641,831,1383,138151,50,843,411,70,1,media,blueV,1,1,11,1,-1,394,69.23,3.3,4.4,23.08,FALSE
1146,418538,395,713,2620,456,52,297,179,1,celebrity,yellowV,0,1,32,0,-2,288,57.14,17.14,0,25.71,FALSE
790,3163689,274,424,69255,8,356,255,22,1,media,blueV,1,1,11,1,-2,404,56.99,18.28,4.3,20.43,FALSE
279,490099,179,209,21969,0,102,6,3,0,normal user,normal user,1,0,100,0,1,270,50.75,19.4,5.97,23.88,FALSE
1431,6026875,798,1172,77747,775,1175,104,312,0,normal user,normal user,1,0,11,0,-1,361,46.99,33.73,0,19.28,FALSE
543,289611,1933,2420,24726,5265,219,23,1,1,celebrity,yellowV,1,1,44,0,1,399,66.33,9.18,2.04,22.45,FALSE
227,30581621,266,687,41841,12,482,322,65,1,media,blueV,1,0,11,0,5,399,61.8,11.24,0,26.97,FALSE
349,254155,954,1305,6789,18,394,281,0,1,celebrity,yellowV,1,1,11,0,-4,403,68.75,14.58,1.04,15.62,FALSE
854,3806574,640,780,3746,36,567,1220,33,1,celebrity,yellowV,1,0,44,0,-1,321,69.23,16.67,2.56,11.54,FALSE
807,12028978,1037,1168,61211,17330,1600,326,0,1,celebrity,yellowV,1,0,400,0,-1,388,51.76,18.82,3.53,25.88,FALSE
1170,2671942,299,474,36500,62,411,108,142,1,media,blueV,1,1,33,1,1,395,55.21,16.67,5.21,22.92,FALSE
1422,82389,149,174,23819,2,129,36,25,1,media,blueV,1,0,11,1,0,391,55.79,11.58,4.21,28.42,FALSE
618,210648,2000,2000,1683,7,711,2035,4,0,senior master,master,0,1,31,0,-2,413,73.26,19.77,0,6.98,FALSE
1069,510438,1054,1192,15206,15,930,211,15,1,celebrity,yellowV,1,1,11,0,2,363,68.83,15.58,0,15.58,FALSE
574,35223,729,987,11084,121,295,142,0,1,celebrity,yellowV,1,1,11,0,-1,196,66.67,2.38,7.14,23.81,FALSE
273,1323981,34,58,45751,36,776,217,0,0,normal user,normal user,1,0,44,0,9,416,61.63,22.09,1.16,15.12,FALSE
498,3592613,221,250,57301,1,1543,170,0,0,normal user,normal user,1,0,11,0,-10,414,57.58,26.26,0,16.16,FALSE
1499,3641509,615,928,70236,40769,407,38,64,1,media,blueV,1,1,32,0,-2,300,58.73,15.87,0,25.4,FALSE
996,14461178,796,1815,86190,33,156,135,0,1,media,blueV,1,1,11,1,0,386,61.7,15.96,4.26,18.09,FALSE
1515,5099499,615,984,72927,175,584,41,156,0,normal user,normal user,0,0,11,0,1,297,52.24,29.85,0,17.91,FALSE
1013,281852,582,584,3048,175,115,87,1,1,celebrity,yellowV,0,0,100,0,-4,420,63.83,12.77,0,23.4,FALSE
1392,4393584,226,352,33427,64,1367,462,6,1,media,blueV,1,0,11,0,-1,407,68.54,14.61,0,16.85,FALSE
1066,12298354,894,1492,88806,389,713,391,6,1,media,blueV,1,0,11,0,-1,382,72.15,10.13,0,17.72,FALSE
1264,2315373,512,760,56593,1726,458,176,242,1,media,blueV,0,1,51,0,1,401,57.89,16.84,3.16,22.11,FALSE
189,13762529,298,474,99549,9,366,178,0,1,media,blueV,1,1,11,0,-3,404,70.89,12.66,0,16.46,FALSE
820,8616572,318,507,31778,8309,772,72,37,1,media,blueV,1,1,11,0,-1,390,52.44,18.29,0,29.27,FALSE
1535,10463264,700,1099,56377,26,351,106,107,1,media,blueV,0,1,11,0,-1,311,47.37,18.42,0,34.21,FALSE
437,4323677,505,785,9433,17,1971,438,0,1,media,blueV,1,1,44,1,2,362,49.41,18.82,4.71,27.06,FALSE
120,2308,292,693,7821,164,265,37,0,0,normal user,normal user,0,0,15,0,1,366,55.95,3.57,0,40.48,FALSE
46,71290,33,88,638,0,428,74,0,0,normal user,normal user,1,1,33,0,2,179,64.1,17.95,0,17.95,FALSE
919,3045191,1410,2359,85542,387,150,280,6,1,celebrity,yellowV,1,0,44,0,0,191,31.58,10.53,14.04,43.86,FALSE
889,5453879,536,1049,66454,505,368,99,39,1,media,blueV,1,1,44,0,0,311,57.97,24.64,0,17.39,FALSE
1157,26004555,98,103,1548,46,907,1238,4234,1,celebrity,yellowV,1,0,33,0,4,203,63.83,17.02,0,19.15,FALSE
1195,13762529,298,474,99549,9,992,884,196,1,media,blueV,1,1,11,1,-3,336,64.06,10.94,7.81,17.19,FALSE
621,2753,514,1247,58848,4805,446,140,0,0,senior master,master,1,1,44,0,-2,360,73.91,8.7,0,17.39,FALSE
1,1163,112,219,646,21,318,2552,2,1,enterprise,blueV,0,1,44,0,5,388,61.46,8.33,1.04,29.17,FALSE
681,27184,28,45,1954,0,113,17,3,0,normal user,normal user,0,0,37,0,1,388,54.31,12.93,2.59,30.17,FALSE
1267,424198,94,107,60214,72,928,107,66,1,website,blueV,1,1,400,0,-1,379,67.47,14.46,0,18.07,FALSE
644,1251697,1700,1718,20595,290,310,104,0,1,celebrity,yellowV,1,1,11,0,-1,21,50,25,0,25,FALSE
621,4655903,88,111,106603,8,1111,186,5,0,normal user,normal user,0,1,11,0,1,275,49.23,21.54,0,29.23,FALSE
463,3035,36,94,5966,6343,541,12,0,0,normal user,normal user,0,0,71,0,-1,127,39.02,19.51,9.76,31.71,FALSE
664,315246,1707,2177,7100,175,654,84,10,1,celebrity,yellowV,1,1,81,0,4,389,67.95,19.23,0,12.82,FALSE
1019,58830,417,470,1718,42,199,49,0,1,celebrity,yellowV,1,0,11,0,-4,261,52.94,29.41,0,17.65,FALSE
0,19752,130,161,350,6,576,71,7,0,normal user,normal user,0,1,11,1,0,155,61.54,7.69,10.26,20.51,FALSE
384,11513,621,1798,1452,0,98,87,0,1,enterprise,blueV,1,1,35,1,0,344,59.46,8.11,6.76,25.68,FALSE
947,7492505,347,445,20980,20,299,120,0,1,media,blueV,1,0,43,0,2,257,60.34,12.07,0,27.59,FALSE
782,82298,7,13,1480,0,225,29,0,0,normal user,normal user,1,0,100,0,1,418,60.23,13.64,0,26.14,FALSE
1406,6026876,798,1172,77747,775,1338,79,243,0,normal user,normal user,1,0,11,0,3,304,56.06,30.3,0,13.64,FALSE
136,1058136,124,264,8506,356,1841,357,0,0,normal user,normal user,0,0,11,0,-5,406,48.31,25.84,4.49,21.35,FALSE
810,3163690,274,424,69255,8,392,215,31,1,media,blueV,1,1,11,0,-3,406,67.86,10.71,1.19,20.24,FALSE
1555,4031177,320,449,63527,476,137,55,58,1,media,blueV,1,0,44,1,1,366,60,15,5,20,FALSE
725,21261,110,186,3727,7,777,435,33,1,enterprise,blueV,1,1,11,1,5,402,53.68,20,6.32,20,FALSE
948,12298356,894,1492,88806,389,618,30,0,1,media,blueV,1,0,11,1,0,397,61.36,9.09,7.95,21.59,FALSE
346,504985,1311,1358,3269,1,967,127,0,1,celebrity,yellowV,0,1,11,0,-1,293,64.41,11.86,0,23.73,FALSE
446,2331326,204,213,69290,71,219,139,30,1,celebrity,yellowV,1,0,400,0,1,267,38.89,12.5,13.89,34.72,FALSE
701,782,93,116,1234,108,321,50,0,0,normal user,normal user,0,1,37,0,-1,195,58,20,0,22,FALSE
193,199779,514,690,2029,0,216,107,0,0,normal user,normal user,0,1,44,0,3,397,57.3,23.6,0,19.1,FALSE
982,4795974,1040,1528,21390,352,619,277,0,1,media,blueV,1,0,44,1,-3,360,67.12,10.96,5.48,16.44,FALSE
